subscription_id,account_id,start_date,end_date,plan_tier_subscription,seats_subscription,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag_x,billing_frequency,auto_renew_flag,is_active,subscription_duration_days,avg_mrr_per_seat,revenue_ratio,account_name,industry,country,signup_date,referral_source,plan_tier_account,seats_account,is_trial_y,churn_flag_y,signup_year,signup_month,signup_day,signup_weekday,has_churned,usage_count_feat,usage_duration_secs_feat,error_count_feat,is_beta_feature_feat,beta_feature_usage_ratio,resolution_time_hours_ticket,first_response_time_minutes_ticket,satisfaction_score_ticket,total_tickets,num_escalated_tickets,total_churn_events,last_churn_date,total_refunds,any_reactivation,any_preceding_upgrade,any_preceding_downgrade,top_reason
S-d5bf88,A-462d45,2024-02-21,0,Enterprise,52,10348,124176,False,False,True,False,annual,True,1,595,199.0,12.0,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,2024,1,15,0,True,77.0,13581.0,6.0,1.0,0.012987012987012988,26.75,95.0,4.0,4.0,0.0,1,2024-05-17,0.0,False,False,False,competitor
S-62b93c,A-692f18,2024-09-19,0,Enterprise,6,0,0,True,False,False,False,annual,True,1,384,0.0,0.0,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,2024,3,28,3,True,39.0,18400.0,0.0,1.0,0.02564102564102564,37.5,120.0,5.0,2.0,0.0,1,2024-12-23,0.0,False,True,False,support
S-8bac4e,A-558c72,2023-12-17,0,Pro,12,588,7056,False,False,False,False,monthly,True,1,661,49.0,12.0,Company_438,FinTech,US,2023-06-01,organic,Basic,12,False,False,2023,6,1,3,True,23.0,8667.0,1.0,0.0,0.0,64.25,79.25,4.5,4.0,1.0,1,2024-11-28,43.01,False,False,False,support
S-35cf1c,A-1b9609,2024-02-17,0,Basic,49,931,11172,False,False,False,False,monthly,True,1,599,19.0,12.0,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023,10,12,3,True,56.0,16796.0,2.0,0.0,0.0,43.0,74.75,3.0,4.0,0.0,3,2024-11-16,0.0,False,True,False,unknown
S-820711,A-71615e,2024-11-05,0,Enterprise,60,11940,143280,False,False,False,False,annual,False,1,337,199.0,12.0,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,2024,5,18,5,True,66.0,23360.0,1.0,0.0,0.0,49.0,77.0,0.0,1.0,0.0,1,2024-07-16,0.0,False,True,False,pricing
S-304196,A-bcf664,2024-09-02,0,Basic,6,114,1368,False,False,False,False,monthly,True,1,401,19.0,12.0,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,2023,5,19,4,True,59.0,22523.0,2.0,0.0,0.0,36.0,110.6,4.0,5.0,1.0,3,2024-10-04,75.32,True,False,False,competitor
S-39e396,A-443b7c,2024-11-29,0,Basic,8,152,1824,False,False,False,False,annual,True,1,313,19.0,12.0,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,2024,9,6,4,False,57.0,16852.0,1.0,3.0,0.05263157894736842,29.25,49.0,4.4,8.0,0.0,0,,0.0,False,False,False,no_churn
S-1e8910,A-9b9fe9,2024-05-26,0,Pro,5,0,0,True,False,False,False,monthly,True,1,500,0.0,0.0,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,2023,9,28,3,True,99.0,36872.0,3.0,1.0,0.010101010101010102,33.5,156.5,4.0,4.0,0.0,2,2024-09-04,27.92,False,False,False,features
S-b465a7,A-66224b,2024-10-20,0,Enterprise,92,18308,219696,False,False,False,False,monthly,True,1,353,199.0,12.0,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,False,2024,10,18,4,False,27.0,9730.0,6.0,0.0,0.0,39.833333333333336,82.5,3.5,6.0,0.0,0,,0.0,False,False,False,no_churn
S-5163bd,A-7988d1,2024-05-18,0,Basic,33,627,7524,False,False,False,False,annual,True,1,508,19.0,12.0,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,2023,12,20,2,True,69.0,30259.0,1.0,1.0,0.014492753623188406,35.333333333333336,65.33333333333333,4.333333333333333,3.0,0.0,3,2024-12-24,16.89,False,False,False,budget
S-20d02a,A-40a557,2024-01-11,2024-01-16 00:00:00,Enterprise,16,3184,38208,False,False,False,True,annual,True,0,5,199.0,12.0,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,2023,12,3,6,True,69.0,20077.0,3.0,2.0,0.028985507246376812,30.571428571428573,94.71428571428571,3.6666666666666665,7.0,0.0,1,2023-12-08,0.0,False,False,False,budget
S-34b845,A-432483,2024-05-02,0,Pro,8,392,4704,False,False,False,False,monthly,True,1,524,49.0,12.0,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,False,2023,2,6,0,False,33.0,13981.0,2.0,0.0,0.0,51.0,128.0,0.0,1.0,0.0,0,,0.0,False,False,False,no_churn
S-12ca50,A-425e76,2023-06-21,0,Enterprise,8,1592,19104,False,True,False,False,monthly,True,1,840,199.0,12.0,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,2023,5,17,2,True,40.0,8444.0,2.0,0.0,0.0,48.2,119.2,3.3333333333333335,5.0,1.0,4,2024-10-22,0.0,True,False,False,competitor
S-6dff9e,A-76fa4d,2024-11-27,0,Enterprise,69,13731,164772,False,False,False,False,monthly,True,1,315,199.0,12.0,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,2024,11,24,6,True,27.0,13408.0,0.0,1.0,0.037037037037037035,33.4,111.8,4.5,5.0,0.0,2,2024-12-03,33.04,False,False,False,pricing
S-a24aa1,A-c608c8,2024-03-07,0,Pro,21,1029,12348,False,True,False,False,monthly,True,1,580,49.0,12.0,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,2023,4,27,3,True,88.0,29606.0,3.0,0.0,0.0,59.0,66.0,3.0,2.0,0.0,1,2024-06-04,0.0,False,False,False,support
S-a7360b,A-00bed1,2023-11-16,0,Basic,61,1159,13908,False,True,False,False,annual,True,1,692,19.0,12.0,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,2023,11,14,1,True,47.0,15421.0,0.0,0.0,0.0,31.75,106.25,4.0,4.0,0.0,1,2024-01-03,21.17,False,False,False,unknown
S-1082f7,A-c7ffc2,2023-08-21,0,Basic,57,1083,12996,False,False,False,False,annual,True,1,779,19.0,12.0,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False,2023,1,27,4,True,19.0,6104.0,0.0,0.0,0.0,64.0,86.0,3.0,2.0,0.0,2,2023-11-11,174.92,False,False,False,budget
S-d747bc,A-068fc6,2024-03-17,0,Basic,35,665,7980,False,True,False,False,monthly,True,1,570,19.0,12.0,Company_465,EdTech,US,2023-07-17,event,Enterprise,35,False,False,2023,7,17,0,False,35.0,5613.0,0.0,0.0,0.0,38.8,121.4,4.333333333333333,5.0,0.0,0,,0.0,False,False,False,no_churn
S-4d1a78,A-7dacce,2024-11-02,0,Basic,49,0,0,True,False,False,False,monthly,True,1,340,0.0,0.0,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,2024,9,10,1,True,50.0,12253.0,5.0,0.0,0.0,32.5,75.25,3.6666666666666665,4.0,0.0,3,2024-12-27,0.0,False,True,False,budget
S-a79d1f,A-f45426,2024-09-23,0,Enterprise,9,0,0,True,False,False,False,monthly,True,1,380,0.0,0.0,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,2024,8,5,0,True,79.0,26854.0,4.0,1.0,0.012658227848101266,17.0,69.0,4.0,3.0,0.0,2,2024-11-13,47.17,False,False,False,competitor
S-0bd442,A-ad296b,2024-08-08,0,Enterprise,38,7562,90744,False,False,False,False,monthly,True,1,426,199.0,12.0,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,2024,7,15,0,False,32.0,8810.0,3.0,0.0,0.0,28.333333333333332,83.33333333333333,3.6666666666666665,3.0,1.0,0,,0.0,False,False,False,no_churn
S-71cefe,A-cb5333,2024-06-19,0,Basic,33,627,7524,False,False,False,False,annual,True,1,476,19.0,12.0,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,2024,3,26,1,True,79.0,26534.0,0.0,1.0,0.012658227848101266,30.75,85.75,3.0,4.0,0.0,1,2024-08-11,0.0,False,False,False,features
S-a36a36,A-4ef964,2024-05-01,0,Pro,17,833,9996,False,False,False,False,annual,False,1,525,49.0,12.0,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,2024,3,7,3,True,69.0,18704.0,8.0,2.0,0.028985507246376812,42.666666666666664,86.33333333333333,4.0,3.0,0.0,1,2024-06-19,0.0,False,True,False,budget
S-9d505c,A-8bde0c,2024-12-14,0,Basic,61,1159,13908,False,False,False,False,monthly,True,1,298,19.0,12.0,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,2024,11,4,0,True,19.0,6244.0,2.0,0.0,0.0,25.666666666666668,86.33333333333333,4.0,3.0,0.0,2,2024-12-30,0.0,False,False,False,features
S-e7416c,A-6dee43,2024-05-15,0,Pro,16,784,9408,False,False,False,False,annual,True,1,511,49.0,12.0,Company_478,FinTech,UK,2023-08-12,other,Basic,3,True,False,2023,8,12,5,True,48.0,17586.0,2.0,0.0,0.0,44.2,48.8,4.333333333333333,5.0,0.0,1,2024-01-14,143.8,False,False,False,pricing
S-a7cab8,A-94d3da,2023-12-26,0,Basic,41,779,9348,False,False,False,False,monthly,False,1,652,19.0,12.0,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,2023,5,3,2,True,31.0,15773.0,4.0,0.0,0.0,26.833333333333332,80.5,3.5,6.0,0.0,1,2024-04-12,0.0,False,False,False,competitor
S-5ae105,A-296d7c,2024-04-21,0,Basic,19,361,4332,False,False,False,False,monthly,True,1,535,19.0,12.0,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,2023,11,8,2,True,76.0,27160.0,3.0,2.0,0.02631578947368421,50.4,105.2,3.75,5.0,0.0,1,2024-11-04,0.0,False,False,False,budget
S-ed9451,A-bd4513,2024-12-17,2024-12-17 00:00:00,Pro,50,2450,29400,False,False,False,True,annual,True,0,0,49.0,12.0,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,2024,11,6,2,True,44.0,14190.0,2.0,0.0,0.0,42.0,58.666666666666664,4.666666666666667,3.0,0.0,2,2024-12-09,35.14,False,False,True,budget
S-bfd04c,A-2e3bad,2024-04-03,0,Basic,61,1159,13908,False,False,False,False,monthly,False,1,553,19.0,12.0,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,2023,8,13,6,True,33.0,7381.0,0.0,0.0,0.0,31.4,107.0,3.5,5.0,0.0,1,2024-03-30,0.0,False,False,False,features
S-fc2742,A-c9bb3e,2024-08-13,0,Enterprise,11,2189,26268,False,False,False,False,annual,True,1,421,199.0,12.0,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,2024,3,24,6,True,59.0,21363.0,0.0,0.0,0.0,27.714285714285715,86.14285714285714,4.2,7.0,1.0,2,2024-10-03,0.0,False,False,False,pricing
S-8e9e9b,A-4e44e8,2024-09-06,0,Basic,3,57,684,False,True,False,False,annual,False,1,397,19.0,12.0,Company_22,DevTools,US,2024-08-20,ads,Enterprise,3,False,True,2024,8,20,1,True,59.0,17860.0,1.0,3.0,0.05084745762711865,31.333333333333332,76.66666666666667,3.3333333333333335,3.0,0.0,2,2024-10-11,35.48,True,True,False,budget
S-2f0291,A-ba6516,2024-11-24,0,Enterprise,27,5373,64476,False,False,False,False,annual,True,1,318,199.0,12.0,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,2023,10,29,6,True,67.0,19835.0,0.0,0.0,0.0,31.5,71.0,4.0,6.0,0.0,1,2024-03-17,0.0,False,False,False,budget
S-74a274,A-02fac6,2024-10-06,0,Enterprise,22,4378,52536,False,False,False,False,monthly,True,1,367,199.0,12.0,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,False,2023,4,6,3,True,19.0,10068.0,2.0,0.0,0.0,23.333333333333332,100.5,4.0,6.0,0.0,1,2024-08-21,0.0,False,False,False,support
S-82848e,A-bece89,2024-01-18,0,Enterprise,26,5174,62088,False,False,False,False,annual,True,1,629,199.0,12.0,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,2023,12,1,4,True,29.0,10888.0,1.0,0.0,0.0,32.5,103.75,4.0,4.0,1.0,2,2024-07-27,109.75999999999999,False,False,False,budget
S-6a0399,A-df1e44,2024-09-08,2024-12-15 00:00:00,Enterprise,12,2388,28656,False,False,True,True,monthly,True,0,98,199.0,12.0,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,2024,2,23,4,True,66.0,16159.0,1.0,1.0,0.015151515151515152,53.0,109.5,5.0,2.0,0.0,2,2024-11-20,0.0,False,False,False,budget
S-29597a,A-0532a9,2024-10-17,0,Enterprise,27,5373,64476,False,False,False,False,annual,False,1,356,199.0,12.0,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,2024,9,25,2,True,76.0,20874.0,10.0,1.0,0.013157894736842105,30.75,73.375,3.0,8.0,0.0,1,2024-10-09,2.4,False,False,False,pricing
S-4c8ab8,A-39ddf4,2024-12-26,0,Pro,40,1960,23520,False,False,False,False,monthly,True,1,286,49.0,12.0,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,2024,12,5,3,True,36.0,15428.0,5.0,0.0,0.0,23.0,76.2,4.25,5.0,0.0,1,2024-12-13,0.0,False,False,False,support
S-0638dc,A-9779ad,2024-04-07,0,Enterprise,40,7960,95520,False,False,False,False,annual,True,1,549,199.0,12.0,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,2024,3,29,4,True,47.0,10090.0,3.0,1.0,0.02127659574468085,20.666666666666668,116.33333333333333,5.0,3.0,0.0,3,2024-08-11,0.0,False,True,False,competitor
S-2557d9,A-692f18,2024-12-14,0,Enterprise,10,1990,23880,False,True,False,False,monthly,True,1,298,199.0,12.0,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,2024,3,28,3,True,40.0,16926.0,1.0,0.0,0.0,37.5,120.0,5.0,2.0,0.0,1,2024-12-23,0.0,False,True,False,support
S-bd1ee1,A-bd4708,2024-12-18,0,Enterprise,37,7363,88356,False,False,False,False,monthly,True,1,294,199.0,12.0,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,2024,7,21,6,False,118.0,38138.0,1.0,1.0,0.00847457627118644,24.0,90.75,3.5,4.0,0.0,0,,0.0,False,False,False,no_churn
S-ee3466,A-7d514c,2024-02-13,0,Enterprise,17,0,0,True,True,False,False,monthly,True,1,603,0.0,0.0,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,2024,2,3,5,False,60.0,20815.0,0.0,0.0,0.0,33.333333333333336,49.666666666666664,5.0,3.0,0.0,0,,0.0,False,False,False,no_churn
S-477317,A-d5a319,2024-01-01,0,Enterprise,70,13930,167160,False,True,False,False,annual,True,1,646,199.0,12.0,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,2023,5,4,3,False,43.0,12970.0,3.0,0.0,0.0,17.0,132.0,4.0,1.0,1.0,0,,0.0,False,False,False,no_churn
S-5bb13f,A-089363,2024-01-10,0,Enterprise,15,2985,35820,False,False,False,False,monthly,False,1,637,199.0,12.0,Company_387,FinTech,AU,2023-05-06,event,Basic,2,False,False,2023,5,6,5,True,65.0,21900.0,4.0,1.0,0.015384615384615385,35.0,91.33333333333333,3.6666666666666665,3.0,0.0,1,2023-11-27,0.0,False,False,False,pricing
S-6ee6c9,A-396e5f,2024-10-19,0,Pro,53,2597,31164,False,False,False,False,annual,True,1,354,49.0,12.0,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,2024,10,2,2,True,25.0,6374.0,0.0,0.0,0.0,24.8,102.8,4.0,5.0,1.0,1,2024-11-30,0.0,False,False,False,features
S-4a2fc6,A-10b8f2,2023-08-05,0,Basic,47,0,0,True,False,False,False,annual,True,1,795,0.0,0.0,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,2023,1,11,2,True,65.0,21075.0,5.0,2.0,0.03076923076923077,46.333333333333336,67.0,4.333333333333333,3.0,0.0,1,2024-06-04,0.0,False,True,False,support
S-e768c6,A-9289f6,2023-07-08,0,Basic,22,418,5016,False,False,False,False,annual,True,1,823,19.0,12.0,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,2023,5,31,2,True,45.0,8529.0,4.0,0.0,0.0,37.5,70.0,4.333333333333333,6.0,0.0,1,2023-08-24,17.93,False,False,False,support
S-5cce27,A-d42431,2024-09-01,0,Basic,22,418,5016,False,False,False,False,annual,True,1,402,19.0,12.0,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,2024,6,9,6,True,52.0,14272.0,1.0,0.0,0.0,24.25,119.5,4.0,4.0,0.0,2,2024-10-12,17.42,False,True,False,budget
S-8707e7,A-17939a,2024-12-31,0,Basic,14,266,3192,False,False,False,False,annual,True,1,281,19.0,12.0,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,2024,12,26,3,False,23.0,7275.0,5.0,0.0,0.0,38.0,83.42857142857143,4.5,7.0,0.0,0,,0.0,False,False,False,no_churn
S-2ff0ab,A-712f1c,2024-05-11,0,Basic,17,323,3876,False,True,False,False,monthly,True,1,515,19.0,12.0,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,2023,12,16,5,True,16.0,4954.0,0.0,0.0,0.0,41.666666666666664,88.83333333333333,4.0,6.0,0.0,1,2024-10-24,68.99,False,False,False,budget
S-5b58b1,A-87aa7b,2024-11-19,0,Pro,24,1176,14112,False,False,False,False,annual,True,1,323,49.0,12.0,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,False,2024,5,16,3,True,56.0,6804.0,4.0,0.0,0.0,27.333333333333332,72.66666666666667,0.0,3.0,1.0,3,2024-12-26,136.0,False,True,True,budget
S-0ba1fe,A-5a184f,2024-01-15,0,Enterprise,46,9154,109848,False,False,True,False,monthly,True,1,632,199.0,12.0,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,2023,6,19,0,True,90.0,25706.0,5.0,0.0,0.0,15.333333333333334,42.333333333333336,4.333333333333333,3.0,0.0,3,2024-09-11,0.0,False,False,True,support
S-c58d66,A-42b791,2024-11-06,0,Basic,3,57,684,False,False,False,False,monthly,True,1,336,19.0,12.0,Company_464,FinTech,AU,2024-05-20,event,Pro,3,False,False,2024,5,20,0,False,42.0,1932.0,0.0,0.0,0.0,33.666666666666664,72.0,4.0,3.0,0.0,0,,0.0,False,False,False,no_churn
S-2cc962,A-3d957b,2024-10-16,0,Enterprise,14,2786,33432,False,False,False,False,annual,False,1,357,199.0,12.0,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,2024,4,4,3,True,22.0,6610.0,2.0,1.0,0.045454545454545456,41.333333333333336,79.33333333333333,3.0,3.0,0.0,1,2024-05-05,0.0,False,False,False,budget
S-235670,A-3a7284,2024-12-15,0,Enterprise,33,6567,78804,False,False,True,False,monthly,True,1,297,199.0,12.0,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,2024,11,17,6,True,32.0,4428.0,1.0,0.0,0.0,56.333333333333336,104.33333333333333,3.5,3.0,0.0,1,2024-12-26,0.0,False,False,False,unknown
S-98126d,A-8145a0,2024-09-09,0,Basic,12,228,2736,False,False,False,False,monthly,True,1,394,19.0,12.0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,2023,4,25,1,True,14.0,2826.0,0.0,0.0,0.0,23.666666666666668,90.16666666666667,4.0,6.0,0.0,1,2023-07-12,0.0,False,False,False,features
S-ebfbbe,A-00cac8,2024-08-04,0,Basic,8,152,1824,False,False,False,False,monthly,True,1,430,19.0,12.0,Company_26,HealthTech,AU,2023-09-15,organic,Enterprise,8,True,False,2023,9,15,4,False,73.0,22642.0,7.0,1.0,0.0136986301369863,33.0,120.5,0.0,2.0,0.0,0,,0.0,False,False,False,no_churn
S-7a55d9,A-7e0a10,2024-01-03,0,Basic,46,874,10488,False,False,False,False,monthly,True,1,644,19.0,12.0,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,2023,11,18,5,True,68.0,16214.0,2.0,0.0,0.0,39.4,62.6,4.0,5.0,0.0,1,2024-09-26,0.0,False,False,False,budget
S-6ce221,A-65aeb5,2024-10-10,2024-12-03 00:00:00,Basic,9,171,2052,False,False,False,True,annual,True,0,54,19.0,12.0,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,2024,1,25,3,True,83.0,15119.0,8.0,0.0,0.0,42.5,159.5,5.0,2.0,0.0,2,2024-12-02,0.0,True,True,False,budget
S-4cff80,A-f97b9a,2023-12-24,0,Enterprise,16,0,0,True,False,False,False,monthly,True,1,654,0.0,0.0,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,2023,7,9,6,False,95.0,31429.0,4.0,0.0,0.0,31.714285714285715,69.85714285714286,3.6666666666666665,7.0,0.0,0,,0.0,False,False,False,no_churn
S-7e2e5c,A-7df7a7,2024-04-06,0,Basic,7,133,1596,False,False,False,False,monthly,False,1,550,19.0,12.0,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,2023,1,28,5,True,65.0,14957.0,5.0,0.0,0.0,28.0,93.0,4.0,3.0,1.0,1,2024-07-10,0.0,False,False,False,budget
S-af8f54,A-712426,2024-11-28,2024-12-26 00:00:00,Enterprise,9,1791,21492,False,False,False,True,monthly,True,0,28,199.0,12.0,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,2024,11,10,6,True,87.0,19158.0,4.0,0.0,0.0,37.333333333333336,79.16666666666667,4.4,6.0,0.0,3,2024-12-23,0.0,True,True,False,pricing
S-b152d6,A-c16101,2024-12-25,0,Pro,7,343,4116,False,False,False,False,monthly,True,1,287,49.0,12.0,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,2024,9,6,4,True,45.0,19863.0,6.0,1.0,0.022222222222222223,28.0,82.0,5.0,4.0,1.0,2,2024-12-19,0.0,True,False,True,features
S-276555,A-d792a6,2024-01-26,0,Pro,36,1764,21168,False,False,False,False,annual,True,1,621,49.0,12.0,Company_486,DevTools,US,2023-01-23,organic,Enterprise,4,False,False,2023,1,23,0,True,11.0,2470.0,1.0,0.0,0.0,40.6,97.8,4.0,5.0,0.0,2,2024-08-13,0.0,False,False,False,competitor
S-fcd20b,A-157070,2024-07-07,0,Pro,16,784,9408,False,False,False,False,annual,True,1,458,49.0,12.0,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,False,2023,11,9,3,True,45.0,14514.0,2.0,0.0,0.0,42.333333333333336,118.0,3.0,3.0,1.0,2,2024-12-27,0.0,False,False,False,features
S-41bb1b,A-993085,2024-08-17,0,Basic,31,589,7068,False,False,False,False,annual,True,1,417,19.0,12.0,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,2023,6,1,3,True,13.0,5198.0,0.0,0.0,0.0,46.5,82.0,3.5,4.0,0.0,2,2024-01-21,0.0,False,False,False,features
S-0c63de,A-592832,2024-12-31,0,Pro,18,882,10584,False,False,False,False,annual,False,1,281,49.0,12.0,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,2024,9,25,2,True,50.0,18242.0,4.0,1.0,0.02,32.666666666666664,80.66666666666667,5.0,3.0,0.0,1,2024-10-04,22.66,False,False,False,support
S-658f5f,A-716841,2024-05-27,0,Pro,45,2205,26460,False,False,False,False,monthly,True,1,499,49.0,12.0,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,2024,5,6,0,True,36.0,12649.0,4.0,0.0,0.0,29.8,112.8,4.0,5.0,0.0,1,2024-11-13,0.0,False,False,False,unknown
S-4994d6,A-5a3eb9,2024-08-26,0,Basic,44,836,10032,False,False,True,False,annual,True,1,408,19.0,12.0,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,2023,8,20,6,True,71.0,23736.0,4.0,0.0,0.0,24.0,83.0,0.0,3.0,0.0,3,2024-06-12,58.37,False,True,False,competitor
S-3a897f,A-53f4e3,2024-10-10,0,Pro,93,4557,54684,False,False,False,False,annual,True,1,363,49.0,12.0,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,2024,6,14,4,True,58.0,18062.0,14.0,0.0,0.0,28.6,99.0,4.0,5.0,0.0,1,2024-12-06,0.0,True,False,True,competitor
S-afa2a9,A-4f18f0,2024-07-26,0,Enterprise,24,4776,57312,False,False,False,False,annual,True,1,439,199.0,12.0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,2024,4,21,6,True,40.0,15078.0,1.0,0.0,0.0,39.2,61.4,4.0,5.0,0.0,2,2024-12-01,0.0,False,True,False,features
S-998ec2,A-f446b6,2024-04-17,0,Basic,5,95,1140,False,False,False,False,annual,True,1,539,19.0,12.0,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,2023,5,12,4,False,75.0,23967.0,5.0,1.0,0.013333333333333334,30.75,82.5,4.25,8.0,1.0,0,,0.0,False,False,False,no_churn
S-d19797,A-fd7ad3,2024-11-10,0,Basic,1,19,228,False,False,False,False,monthly,True,1,332,19.0,12.0,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,2024,11,1,4,True,67.0,15355.0,7.0,0.0,0.0,48.75,98.125,4.166666666666667,8.0,1.0,4,2024-12-31,70.03,True,True,False,support
S-40e528,A-a0ca4e,2024-11-19,0,Enterprise,19,0,0,True,False,False,False,annual,True,1,323,0.0,0.0,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,2024,3,8,4,False,40.0,13143.0,1.0,1.0,0.025,39.166666666666664,89.83333333333333,3.8,6.0,3.0,0,,0.0,False,False,False,no_churn
S-5c4b5d,A-4bfa33,2024-12-19,0,Pro,8,392,4704,False,False,False,False,annual,True,1,293,49.0,12.0,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,2024,12,7,5,True,21.0,9600.0,3.0,0.0,0.0,16.5,84.75,3.6666666666666665,4.0,0.0,3,2024-12-28,99.76,False,True,False,unknown
S-89c6dc,A-55f257,2024-06-29,0,Pro,24,1176,14112,False,True,False,False,annual,True,1,466,49.0,12.0,Company_496,FinTech,US,2023-12-21,organic,Basic,9,False,False,2023,12,21,3,False,57.0,19388.0,4.0,1.0,0.017543859649122806,43.166666666666664,114.5,5.0,6.0,0.0,0,,0.0,False,False,False,no_churn
S-4291f7,A-afa505,2024-11-19,0,Enterprise,70,13930,167160,False,True,False,False,monthly,False,1,323,199.0,12.0,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,2023,12,27,2,True,55.0,15422.0,4.0,1.0,0.01818181818181818,37.25,88.25,3.0,4.0,1.0,1,2024-03-02,0.0,False,True,False,support
S-151fce,A-f03140,2023-12-11,0,Basic,27,513,6156,False,False,False,False,annual,False,1,667,19.0,12.0,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,2023,11,22,2,True,42.0,17240.0,1.0,0.0,0.0,36.0,113.14285714285714,3.6666666666666665,7.0,0.0,1,2024-10-03,0.0,False,False,False,competitor
S-dfaf24,A-970c97,2024-12-15,2024-12-21 00:00:00,Basic,27,513,6156,False,False,False,True,annual,False,0,6,19.0,12.0,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,14,False,False,2024,3,1,4,False,49.0,17070.0,0.0,0.0,0.0,61.0,139.0,5.0,1.0,0.0,0,,0.0,False,False,False,no_churn
